2018 rank,City,State,2018 estimate,2010 Census,Change,2016 land area sq mi,2016 land area sq km,2016 population density per sq mi,2016 population density per sq km,Location : Latitude / Longitude / Coordinates,Wikipedia Link,City Summary
38,Kansas City, Missouri,"491,918","459,787",+6.99%,315.0 sq mi,815.8 km2,"1,528/sq mi",590/km2,"39°07′30″N 94°33′04″W﻿ / ﻿39.1251°N 94.5510°W﻿ / 39.1251; -94.5510﻿ (Kansas City, MO)","https://en.wikipedia.org/wiki/Kansas_City,_Missouri","Sitting on Missouri's western boundary, with Downtown near the confluence of the Kansas and Missouri Rivers, the modern city encompasses some 319.03 square miles (826.3 km2), making it the 23rd largest city by total area in the United States. Most of the city lies within Jackson County, but portions spill into Clay, Cass, and Platte counties. Along with Independence, one of its major suburbs, it serves as one of the two county seats of Jackson County. Other major suburbs include the Missouri cities of Blue Springs and Lee's Summit and the Kansas cities of Overland Park, Olathe, and Kansas City."
39,Colorado Springs, Colorado,"472,688","416,427",+13.51%,195.6 sq mi,506.6 km2,"2,378/sq mi",918/km2,38°52′02″N 104°45′39″W﻿ / ﻿38.8673°N 104.7607°W﻿ / 38.8673; -104.7607﻿ (Colorado Springs),"https://en.wikipedia.org/wiki/Colorado_Springs,_Colorado","At 6,035 feet (1,839 m) the city stands over 1 mile (1.6 km) above sea level, though some areas of the city are significantly higher and lower. Colorado Springs is situated near the base of Pikes Peak, which rises 14,115 feet (4,302 m) above sea level on the eastern edge of the Southern Rocky Mountains. The city is home to 24 national governing bodies of sport, including the United States Olympic Committee, the United States Olympic Training Center, and USA Hockey."
40,Miami, Florida,"470,914","399,457",+17.89%,36.0 sq mi,93.2 km2,"12,599/sq mi","4,865/km2",25°46′31″N 80°12′31″W﻿ / ﻿25.7752°N 80.2086°W﻿ / 25.7752; -80.2086﻿ (Miami),https://en.wikipedia.org/wiki/Miami,"Greater Downtown Miami has one of the largest concentrations of international banks in the United States, and is home to many large national and international companies.[20][21] The Civic Center is a major center for hospitals, research institutes, medical centers, and biotechnology industries. For more than two decades, the Port of Miami, known as the ""Cruise Capital of the World"", has been the number one cruise passenger port in the world. It accommodates some of the world's largest cruise ships and operations, and is the busiest port in both passenger traffic and cruise lines.[22][23] Metropolitan Miami is also a major tourism hub in the southeastern U.S. for international visitors, ranking number two in the country after New York City.[24]"
41,Raleigh, North Carolina,"469,298","403,892",+16.19%,145.1 sq mi,375.8 km2,"3,163/sq mi","1,221/km2",35°49′50″N 78°38′30″W﻿ / ﻿35.8306°N 78.6418°W﻿ / 35.8306; -78.6418﻿ (Raleigh),"https://en.wikipedia.org/wiki/Raleigh,_North_Carolina","Raleigh is home to North Carolina State University (NC State) and is part of Research Triangle Park (RTP), together with Durham (home of Duke University and North Carolina Central University) and Chapel Hill (home of the University of North Carolina at Chapel Hill). The  ""Triangle"" nickname originated after the 1959 creation of the Research Triangle Park, located in Durham and Wake counties, among the three cities and their universities. The  Research Triangle region  encompasses the U.S. Census Bureau's Raleigh-Durham-Chapel Hill Combined Statistical Area (CSA), which had an estimated population of 2,037,430 in 2013.[10] The Raleigh metropolitan statistical area had an estimated population of 1,214,516 in 2013."
42,Omaha, Nebraska,"468,262","408,958",+14.50%,133.2 sq mi,345.0 km2,"3,356/sq mi","1,296/km2",41°15′52″N 96°02′42″W﻿ / ﻿41.2644°N 96.0451°W﻿ / 41.2644; -96.0451﻿ (Omaha),"https://en.wikipedia.org/wiki/Omaha,_Nebraska","Omaha is the anchor of the eight-county, bi-state Omaha-Council Bluffs metropolitan area. The Omaha Metropolitan Area is the 59th largest in the United States, with an estimated population of 944,316 (2018).[7] The Omaha-Council Bluffs-Fremont, NE-IA Combined Statistical Area (CSA) encompasses the Omaha-Council Bluffs MSA as well as the separate Fremont, NE Micropolitan Statistical Area, which consists of the entirety of Dodge County, Nebraska. The total population of the CSA was 970,023 based on 2017 estimates.[8] Approximately 1.3 million people reside within the Greater Omaha area, within a 50 mi (80 km) radius of Downtown Omaha."
43,Long Beach, California,"467,354","462,257",+1.10%,50.3 sq mi,130.3 km2,"9,347/sq mi","3,609/km2",33°48′33″N 118°09′19″W﻿ / ﻿33.8092°N 118.1553°W﻿ / 33.8092; -118.1553﻿ (Long Beach),"https://en.wikipedia.org/wiki/Long_Beach,_California","Long Beach lies in the southeastern corner of Los Angeles County and borders Orange County.[16] Downtown Long Beach is approximately 22 miles (35 km) south of downtown Los Angeles, though the two cities share an official border for several miles."
44,Virginia Beach, Virginia,"450,189","437,994",+2.78%,244.7 sq mi,633.8 km2,"1,850/sq mi",710/km2,36°46′48″N 76°01′31″W﻿ / ﻿36.7800°N 76.0252°W﻿ / 36.7800; -76.0252﻿ (Virginia Beach),"https://en.wikipedia.org/wiki/Virginia_Beach,_Virginia","Virginia Beach is a resort city with miles of beaches and hundreds of hotels, motels, and restaurants along its oceanfront. Every year the city hosts the East Coast Surfing Championships as well as the North American Sand Soccer Championship, a beach soccer tournament. It is also home to several state parks, several long-protected beach areas, three military bases, a number of large corporations, Regent University, International headquarters and site of the television broadcast studios for Pat Robertson's Christian Broadcasting Network (CBN), Edgar Cayce's Association for Research and Enlightenment, and numerous historic sites. Near the point where the Chesapeake Bay and the Atlantic Ocean meet, Cape Henry was the site of the first landing of the English colonists, who eventually settled in Jamestown, on April 26, 1607."
45,Oakland, California,"429,082","390,724",+9.82%,55.9 sq mi,144.8 km2,"7,514/sq mi","2,901/km2",37°46′11″N 122°13′33″W﻿ / ﻿37.7698°N 122.2257°W﻿ / 37.7698; -122.2257﻿ (Oakland),"https://en.wikipedia.org/wiki/Oakland,_California","Oakland's territory covers what was once a mosaic of California coastal terrace prairie, oak woodland, and north coastal scrub.[22] Its land served as a rich resource when its hillside oak and redwood timber were logged to build San Francisco.[22] Oakland's fertile flatland soils helped it become a prolific agricultural region. In the late 1860s, Oakland was selected as the western terminal of the Transcontinental Railroad.[23] Following the 1906 San Francisco earthquake, many San Francisco citizens moved to Oakland, enlarging the city's population, increasing its housing stock and improving its infrastructure. It continued to grow in the 20th century with its busy port, shipyards, and a thriving automobile manufacturing industry."
46,Minneapolis, Minnesota,"425,403","382,578",+11.19%,54.0 sq mi,139.9 km2,"7,660/sq mi","2,960/km2",44°57′48″N 93°16′06″W﻿ / ﻿44.9633°N 93.2683°W﻿ / 44.9633; -93.2683﻿ (Minneapolis),https://en.wikipedia.org/wiki/Minneapolis,"Minneapolis lies on both banks of the Mississippi River, just north of the river's confluence with the Minnesota River, and adjoins Saint Paul, the state's capital. The city is abundantly rich in water, with 13 lakes, wetlands, the Mississippi River, creeks and waterfalls; many connected by parkways in the Chain of Lakes and the Grand Rounds National Scenic Byway. It was once the world's flour milling capital and a hub for timber. The city and surrounding region is the primary business center between Chicago and Seattle. In 2011, Minneapolis proper was home to the fifth-highest number of Fortune 500 headquarters in the United States.[8][9] As an integral link to the global economy, Minneapolis is categorized as a global city.[10]"
47,Tulsa, Oklahoma,"400,669","391,906",+2.24%,196.8 sq mi,509.7 km2,"2,048/sq mi",791/km2,36°07′40″N 95°54′08″W﻿ / ﻿36.1279°N 95.9023°W﻿ / 36.1279; -95.9023﻿ (Tulsa),"https://en.wikipedia.org/wiki/Tulsa,_Oklahoma","Tulsa was settled between 1828 and 1836 by the Lochapoka Band of Creek Native American tribe. For most of the 20th century, the city held the nickname ""Oil Capital of the World"" and played a major role as one of the most important hubs for the American oil industry.[8]"
48,Arlington, Texas,"398,112","365,438",+8.94%,95.8 sq mi,248.1 km2,"4,100/sq mi","1,600/km2",32°42′03″N 97°07′29″W﻿ / ﻿32.7007°N 97.1247°W﻿ / 32.7007; -97.1247﻿ (Arlington),"https://en.wikipedia.org/wiki/Arlington,_Texas","Arlington is home to the University of Texas at Arlington, a major urban research university, the Arlington Assembly plant used by General Motors, the Nuclear Regulatory Commission Region IV, Texas Health Resources, American Mensa, and D. R. Horton. Additionally, Arlington hosts the Texas Rangers at the Globe Life Park, the Dallas Cowboys at the AT&T Stadium, the Dallas Wings at the College Park Center, the International Bowling Campus (which houses the United States Bowling Congress, International Bowling Museum and the International Bowling Hall of Fame), and the theme parks Six Flags Over Texas (the original Six Flags) and Hurricane Harbor."
49,Tampa, Florida,"392,890","335,709",+17.03%,113.4 sq mi,293.7 km2,"3,326/sq mi","1,284/km2",27°58′12″N 82°28′47″W﻿ / ﻿27.9701°N 82.4797°W﻿ / 27.9701; -82.4797﻿ (Tampa),"https://en.wikipedia.org/wiki/Tampa,_Florida","Today, Tampa is part of the metropolitan area most commonly referred to as the ""Tampa Bay Area"". For U.S. Census purposes, Tampa is part of the Tampa-St. Petersburg-Clearwater, Florida Metropolitan Statistical Area. The four-county area is composed of roughly 3.1 million residents,[4] making it the second largest metropolitan statistical area (MSA) in the state, and the fourth largest in the Southeastern United States, behind Washington, D.C., Miami, and Atlanta.[13] The Greater Tampa Bay area has over 4 million residents and generally includes the Tampa and Sarasota metro areas.The city had a population of 335,709 at the 2010 census,[6] and an estimated population of 392,890 in 2018.[14]"
50,New Orleans, Louisiana,"391,006","343,829",+13.72%,169.4 sq mi,438.7 km2,"2,311/sq mi",892/km2,30°03′12″N 89°56′04″W﻿ / ﻿30.0534°N 89.9345°W﻿ / 30.0534; -89.9345﻿ (New Orleans),https://en.wikipedia.org/wiki/New_Orleans,"New Orleans is world-renowned for its distinct music, Creole cuisine, unique dialect, and its annual celebrations and festivals, most notably Mardi Gras. The historic heart of the city is the French Quarter, known for its French and Spanish Creole architecture and vibrant nightlife along Bourbon Street. The city has been described as the ""most unique""[6] in the United States,[7][8][9][10][11] owing in large part to its cross-cultural and multilingual heritage.[12] Founded in 1718 by French colonists, New Orleans was once the territorial capital of French Louisiana before being traded to the United States in the Louisiana Purchase of 1803. New Orleans in 1840 was the third-most populous city in the United States,[13] and it was the largest city in the American South from the Antebellum era until after World War II. The city's location and flat elevation have historically made it very vulnerable to flooding. State and federal authorities have installed a complex system of levees and drainage pumps in an effort to protect the city.[14]"
